trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,dep_dt,arr_dt,expected_transit_hours,delay_hours,is_delayed,mandi_name,district,state
TRP000322,MANDI003,Export-Terminal,2026-03-06 04:15:50,06-Mar-2026 15:09:50,10.9,449.3,km,PB 49 CD 8480,,449.3,2026-03-06 04:15:50,2026-03-06 15:09:50,11.0,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP005366,MANDI003,WH-West,2026-05-07T11:52:46,2026-05-08 02:16:46,14.4,712.2,km,RJ 42 AB 5114,DRV803,712.2,2026-05-07 11:52:46,2026-05-08 02:16:46,16.8,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP001079,MANDI031,Export-Terminal,2026-02-03T04:30:30,03/02/2026 23:36,19.1,916.9,km,UP25 DF 6185,DRV847,916.9,2026-02-03 04:30:30,2026-03-02 23:36:00,21.4,0.0,False,Nangloi Jat Mandi,Sirsa,Haryana
TRP007640,MANDI033,WH-Central,30-Aug-2026 22:02:40,2026-08-31 17:32:40,19.5,809.5,km,RJ10 CD 5947,DRV760,809.5,2026-08-30 22:02:40,2026-08-31 17:32:40,19.0,0.5,False,South Dumdum Grain Market,Ambala,Haryana
TRP003704,MANDI024,WH-West,10/02/2026,11/02/2026,24.0,1107.0,km,RJ 86 DF 4314,DRV549,1107.0,2026-10-02 00:00:00,2026-11-02 00:00:00,25.6,0.0,False,Jaipur Mandi,Karnal,Haryana
TRP002349,MANDI023,WH-West,05/04/2026 11:52,2026-04-06T10:10:12,22.3,1100.1,km,DL 35 DF 7496,DRV600,1100.1,2026-05-04 11:52:00,2026-04-06 10:10:12,25.4,0.0,False,Panihati APMC,Karnal,Haryana
TRP004130,MANDI004,WH-North,02-Feb-2026 18:20:27,03/02/2026,16.8,849.3,km,DL 34 CD 8559,DRV997,849.3,2026-02-02 18:20:27,2026-03-02 00:00:00,19.9,0.0,False,Khandwa Grain Market,Ludhiana,Punjab
TRP001435,MANDI039,WH-South,2026-03-23 01:44:35,2026-03-23 14:56:35,13.2,567.6,km,RJ 30 AB 1006,DRV870,567.6,2026-03-23 01:44:35,2026-03-23 14:56:35,13.6,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP001057,MANDI043,WH-North,2026-07-25 05:01:53,26/07/2026,20.9,943.2,km,RJ 99 AB 1741,DRV234,943.2,2026-07-25 05:01:53,2026-07-26 00:00:00,22.0,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP008696,MANDI036,WH-South,05-02-2026 04:30 PM,,11.1,328.4567106,miles,HR 95 BC 2138,DRV224,528.6,2026-05-02 16:30:00,,12.7,0.0,False,Mysore Grain Market,Kurukshetra,Haryana
TRP001719,MANDI009,WH-West,2026-01-15T15:20:47,2026-01-15 21:44:47,6.4,359.0,km,PB 91 BC 9566,DRV588,359.0,2026-01-15 15:20:47,2026-01-15 21:44:47,9.0,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP008628,MANDI051,WH-South,01-30-2026 09:17 PM,2026-01-31T13:59:45,16.7,724.0,km,,DRV334,724.0,2026-01-30 21:17:00,2026-01-31 13:59:45,17.1,0.0,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP002693,MANDI019,Export-Terminal,2026-08-13 13:54:40,08-13-2026 10:24 PM,8.5,488.8,km,PB 51 AB 8653,DRV840,488.8,2026-08-13 13:54:40,2026-08-13 22:24:00,11.9,0.0,False,Karimnagar Grain Market,Moga,Punjab
TRP003756,MANDI029,WH-Central,2026-05-13 16:06:18,2026-05-14 10:12:18,18.1,747.9 KM,,UP 34 AB 2673,DRV936,250.0,2026-05-13 16:06:18,2026-05-14 10:12:18,6.6,11.5,True,Asansol Grain Market,Sirsa,Haryana
TRP006713,MANDI020,WH-Central,17/06/2026 03:48,17/06/2026,6.7,219.9,km,,DRV126,219.9,2026-06-17 03:48:00,2026-06-17 00:00:00,5.9,0.8,False,Kadapa Mandi,Ferozepur,Punjab
TRP009529,MANDI018,WH-North,2026-07-27 03:36:26,2026-07-27 17:24:26,13.8,554.2,km,UP 28 AB 4703,DRV905,554.2,2026-07-27 03:36:26,2026-07-27 17:24:26,13.3,0.5,False,Jaunpur Mandi,Moga,Punjab
TRP004075,MANDI055,WH-North,16/03/2026 23:48,03-17-2026 03:48 AM,4.0,195.9,km,PB 24 CD 7831,,195.9,2026-03-16 23:48:00,2026-03-17 03:48:00,5.4,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP001524,MANDI045,WH-East,2026-01-05 07:40:34,06/01/2026 04:58,21.3,1113.6,km,DL 31 CD 6863,DRV534,1113.6,2026-01-05 07:40:34,2026-06-01 04:58:00,25.7,0.0,False,Farrukhabad Mandi,Meerut,Uttar Pradesh
TRP004813,MANDI054,WH-Central,08/02/2026,02-09-2026 03:01 AM,18.7,806.7,km,PB 11 DF 2696,DRV854,806.7,2026-08-02 00:00:00,2026-02-09 03:01:00,18.9,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP008502,MANDI053,WH-West,24-Aug-2026 02:52:52,08-24-2026 05:46 AM,2.9,168.9,km,HR 82 AB 7567,DRV177,168.9,2026-08-24 02:52:52,2026-08-24 05:46:00,4.8,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP006962,MANDI046,WH-Central,2026-06-30T11:13:42,06-30-2026 10:43 PM,11.5,364.86905120000006,miles,PB 68 BC 3755,DRV855,587.2,2026-06-30 11:13:42,2026-06-30 22:43:00,14.0,0.0,False,Baranagar Market,Muzaffarnagar,Uttar Pradesh
TRP003017,MANDI038,WH-South,07-12-2026 05:51 AM,2026-07-12T07:57:17,2.1,72.8246812,miles,RJ 71 BC 9641,DRV798,117.2,2026-07-12 05:51:00,2026-07-12 07:57:17,3.6,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP006884,MANDI030,WH-South,03-21-2026 07:40 PM,2026-03-22T01:58:17,6.3,173.23823480000001,miles,PB 71 AB 2643,DRV676,278.8,2026-03-21 19:40:00,2026-03-22 01:58:17,7.2,0.0,False,Patiala APMC,Sirsa,Haryana
TRP007840,MANDI035,WH-Central,19/06/2026 08:29,2026-06-19 21:59:28,13.5,706.9,km,RJ26 BC 2844,,706.9,2026-06-19 08:29:00,2026-06-19 21:59:28,16.7,0.0,False,Guntakal Mandi,Ambala,Haryana
TRP009542,MANDI002,Export-Terminal,03-02-2026 06:10 AM,2026-03-02T08:10:59,2.0,71.8304876,miles,DL 81 DF 3115,DRV551,115.6,2026-03-02 06:10:00,2026-03-02 08:10:59,3.6,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP001884,MANDI030,WH-North,2026-07-08 06:58:02,2026-07-09 00:22:02,17.4,770.3,km,,DRV479,770.3,2026-07-08 06:58:02,2026-07-09 00:22:02,18.1,0.0,False,Patiala APMC,Sirsa,Haryana
TRP005466,MANDI019,WH-South,03/05/2026 21:48,04/05/2026,6.9,292.5,km,PB 59 AB 3758,,292.5,2026-03-05 21:48:00,2026-04-05 00:00:00,7.5,0.0,False,Karimnagar Grain Market,Moga,Punjab
TRP006329,MANDI052,WH-West,2026-03-20T03:34:48,2026-03-21 02:58:48,23.4,735.8275382,miles,RJ 54 BC 7562,DRV288,1184.2,2026-03-20 03:34:48,2026-03-21 02:58:48,27.3,0.0,False,Kakinada APMC,Saharanpur,Uttar Pradesh
TRP005099,MANDI034,Export-Terminal,2026-03-19 14:03:50,2026-03-19T18:21:50,4.3,248.1,km,DL 82 BC 9183,DRV844,248.1,2026-03-19 14:03:50,2026-03-19 18:21:50,6.5,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP009230,MANDI030,WH-Central,16-Feb-2026 03:32:05,16-Feb-2026 14:08:05,10.6,483.7,km,RJ 82 BC 3304,DRV233,483.7,2026-02-16 03:32:05,2026-02-16 14:08:05,11.7,0.0,False,Patiala APMC,Sirsa,Haryana
TRP004158,MANDI048,WH-East,12/02/2026 00:13,12-Feb-2026 08:49:59,8.6,363.2,km,HR 52 DF 4502,,363.2,2026-12-02 00:13:00,2026-02-12 08:49:59,9.1,0.0,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP006301,MANDI053,WH-East,22/02/2026,23/02/2026,10.5,472.6,km,RJ 24 BC 4641,,472.6,2026-02-22 00:00:00,2026-02-23 00:00:00,11.5,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP004614,MANDI054,WH-North,2026-02-16 20:27:14,,9.7,479.9,km,UP 62 AB 1484,,479.9,2026-02-16 20:27:14,,11.7,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP008599,MANDI056,WH-Central,2026-07-18T05:42:40,2026-07-18T21:48:40,16.1,535.5596649,miles,RJ 97 CD 4878,DRV953,861.9,2026-07-18 05:42:40,2026-07-18 21:48:40,20.2,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP003022,MANDI001,WH-South,07/08/2026,2026-08-08 03:55:41,9.1,488.3,km,PB 14 BC 6897,DRV839,488.3,2026-07-08 00:00:00,2026-08-08 03:55:41,11.9,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP008251,MANDI057,WH-North,2026-06-28 23:40:13,29-Jun-2026 05:04:13,5.4,216.1 KM,,HR86 BC 4485,DRV131,250.0,2026-06-28 23:40:13,2026-06-29 05:04:13,6.6,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP006114,MANDI051,WH-South,19/07/2026,20-Jul-2026 10:46:43,14.8,657.8,km,PB 39 DF 3011,DRV929,657.8,2026-07-19 00:00:00,2026-07-20 10:46:43,15.6,0.0,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP000120,MANDI023,WH-South,15/02/2026,2026-02-15 19:14:00,18.0,463.1078063,miles,PB 72 CD 4744,DRV212,745.3,2026-02-15 00:00:00,2026-02-15 19:14:00,17.6,0.4,False,Panihati APMC,Karnal,Haryana
TRP006830,MANDI041,WH-Central,07-09-2026 11:23 PM,2026-07-10T23:05:07,23.7,1237.2,km,UP 63 CD 8038,DRV907,1237.2,2026-07-09 23:23:00,2026-07-10 23:05:07,28.5,0.0,False,Gurgaon Grain Market,Fatehabad,Haryana
TRP003464,MANDI010,WH-South,07-07-2026 04:19 PM,07/07/2026 20:43,4.4,122.3479499,miles,HR 90 BC 1367,DRV976,196.9,2026-07-07 16:19:00,2026-07-07 20:43:00,5.4,0.0,False,Dhule APMC,Jalandhar,Punjab
TRP001459,MANDI042,Export-Terminal,2026-04-30 18:22:01,2026-04-30 23:22:01,5.0,275.2,km,UP 51 AB 4994,DRV547,275.2,2026-04-30 18:22:01,2026-04-30 23:22:01,7.1,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP009534,MANDI020,WH-North,11-Aug-2026 15:41:39,2026-08-12 06:35:39,14.9,726.3 KM,,UP 17 DF 8204,DRV273,250.0,2026-08-11 15:41:39,2026-08-12 06:35:39,6.6,8.3,True,Kadapa Mandi,Ferozepur,Punjab
TRP001407,MANDI034,WH-North,22/08/2026 04:11,2026-08-22 09:29:18,5.3,282.5 KM,,,DRV657,250.0,2026-08-22 04:11:00,2026-08-22 09:29:18,6.6,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP000488,MANDI002,WH-South,29-Jul-2026 21:28:03,30/07/2026,14.3,667.9,km,UP15 BC 9825,DRV395,667.9,2026-07-29 21:28:03,2026-07-30 00:00:00,15.8,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP006327,MANDI056,WH-West,21-Jun-2026 09:06:51,2026-06-22T02:00:51,16.9,753.7,km,,DRV187,753.7,2026-06-21 09:06:51,2026-06-22 02:00:51,17.7,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP002887,MANDI001,Export-Terminal,2026-07-03T15:43:24,2026-07-04T11:55:24,20.2,1173.0,km,PB 35 DF 1300,,1173.0,2026-07-03 15:43:24,2026-07-04 11:55:24,27.1,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP002146,MANDI044,WH-North,02/08/2026 15:58,,12.8,566.8,km,UP 36 BC 4306,DRV521,566.8,2026-02-08 15:58:00,,13.6,0.0,False,Dehri Mandi,Agra,Uttar Pradesh
TRP003521,MANDI045,WH-Central,04-Mar-2026 06:08:32,2026-03-04 17:20:32,11.2,515.6,km,PB 89 AB 7373,DRV178,515.6,2026-03-04 06:08:32,2026-03-04 17:20:32,12.5,0.0,False,Farrukhabad Mandi,Meerut,Uttar Pradesh
TRP006637,MANDI008,WH-West,2026-01-21T01:40:52,01-21-2026 07:34 AM,5.9,353.0 KM,,DL 74 DF 3326,DRV150,250.0,2026-01-21 01:40:52,2026-01-21 07:34:00,6.6,0.0,False,Bijapur Market,Amritsar,Punjab
TRP007248,MANDI057,WH-East,26/05/2026 07:11,2026-05-26 12:11:22,5.0,226.4,km,RJ 34 BC 7142,DRV404,226.4,2026-05-26 07:11:00,2026-05-26 12:11:22,6.0,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP007820,MANDI010,WH-East,2026-02-16 10:47:29,02-17-2026 12:29 AM,13.7,363.62630920000004,miles,PB 25 AB 9316,,585.2,2026-02-16 10:47:29,2026-02-17 00:29:00,14.0,0.0,False,Dhule APMC,Jalandhar,Punjab
TRP000519,MANDI040,WH-South,06-25-2026 09:20 AM,26/06/2026,18.8,1043.2,km,RJ 15 DF 1359,DRV555,1043.2,2026-06-25 09:20:00,2026-06-26 00:00:00,24.2,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP001112,MANDI032,WH-West,26/01/2026,26-Jan-2026 22:56:09,10.9,613.2 KM,,UP16 AB 6019,DRV205,250.0,2026-01-26 00:00:00,2026-01-26 22:56:09,6.6,4.3,True,Chapra Grain Market,Ambala,Haryana
TRP001685,MANDI049,WH-South,20-Jan-2026 04:38:11,20/01/2026,16.8,732.3,km,HR 82 DF 6289,DRV937,732.3,2026-01-20 04:38:11,2026-01-20 00:00:00,17.3,0.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP000736,MANDI042,WH-East,02/03/2026 21:23,03/03/2026 11:17,13.9,437.9422808,miles,PB 57 CD 6077,,704.8,2026-02-03 21:23:00,2026-03-03 11:17:00,16.7,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP004615,MANDI042,WH-South,08-15-2026 02:56 AM,08-15-2026 11:50 PM,20.9,1032.1,km,DL 84 AB 8674,DRV789,1032.1,2026-08-15 02:56:00,2026-08-15 23:50:00,23.9,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP004084,MANDI001,WH-South,01-Feb-2026 17:45:28,2026-02-02T02:33:28,8.8,452.6,km,HR 52 DF 7826,DRV766,452.6,2026-02-01 17:45:28,2026-02-02 02:33:28,11.1,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP009966,MANDI028,Export-Terminal,2026-06-02 23:55:57,2026-06-03 02:01:57,2.1,118.8,km,PB 15 BC 5519,DRV863,118.8,2026-06-02 23:55:57,2026-06-03 02:01:57,3.6,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP002329,MANDI010,WH-North,28/04/2026 00:37,28/04/2026 03:19,2.7,108.4,km,,DRV254,108.4,2026-04-28 00:37:00,2026-04-28 03:19:00,3.4,0.0,False,Dhule APMC,Jalandhar,Punjab
TRP000544,MANDI004,Export-Terminal,08-03-2026 12:23 AM,08-03-2026 09:47 AM,9.4,544.4,km,RJ 14 AB 8168,,544.4,2026-08-03 00:23:00,2026-08-03 09:47:00,13.1,0.0,False,Khandwa Grain Market,Ludhiana,Punjab
TRP005796,MANDI049,WH-East,08-17-2026 10:46 AM,17/08/2026 17:52,7.1,255.9427149,miles,DL 19 DF 4113,DRV977,411.9,2026-08-17 10:46:00,2026-08-17 17:52:00,10.2,0.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP006608,MANDI019,WH-South,07-08-2026 03:50 AM,2026-07-08 15:32:45,11.7,600.4,km,DL55 DF 9091,DRV508,600.4,2026-07-08 03:50:00,2026-07-08 15:32:45,14.3,0.0,False,Karimnagar Grain Market,Moga,Punjab
TRP000488,MANDI002,WH-South,29-Jul-2026 21:28:03,30/07/2026,14.3,667.9,km,UP15 BC 9825,DRV395,667.9,2026-07-29 21:28:03,2026-07-30 00:00:00,15.8,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP001635,MANDI006,WH-Central,08-22-2026 04:49 PM,2026-08-23 00:37:09,7.8,426.7 KM,,DL 80 CD 4699,DRV140,250.0,2026-08-22 16:49:00,2026-08-23 00:37:09,6.6,1.2,True,Kochi Mandi,Amritsar,Punjab
TRP003356,MANDI051,WH-Central,2026-08-29 16:39:33,29/08/2026,5.4,309.9,km,HR 43 BC 1036,DRV789,309.9,2026-08-29 16:39:33,2026-08-29 00:00:00,7.9,0.0,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP009515,MANDI001,WH-West,2026-07-12 02:24:16,07-12-2026 07:42 AM,5.3,165.4089602,miles,HR 45 CD 4203,DRV955,266.2,2026-07-12 02:24:16,2026-07-12 07:42:00,6.9,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP000097,MANDI028,WH-North,06-Mar-2026 06:14:13,2026-03-06 08:26:13,2.2,67.0459309,miles,HR 93 AB 3314,DRV749,107.9,2026-03-06 06:14:13,2026-03-06 08:26:13,3.4,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP009204,MANDI043,WH-South,2026-05-18 17:19:25,2026-05-18 22:43:25,5.4,288.6,km,HR 27 AB 9993,DRV224,288.6,2026-05-18 17:19:25,2026-05-18 22:43:25,7.4,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP006862,MANDI026,WH-West,2026-02-05 09:17:01,02-05-2026 05:11 PM,7.9,424.4,km,PB 86 CD 1156,DRV777,424.4,2026-02-05 09:17:01,2026-02-05 17:11:00,10.4,0.0,False,Tadipatri Mandi,Hisar,Haryana
TRP002677,MANDI009,WH-North,30/03/2026 06:51,,6.9,403.1,km,,DRV477,403.1,2026-03-30 06:51:00,,10.0,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP003469,MANDI008,WH-Central,2026-08-10 11:15:07,11-Aug-2026 01:57:07,14.7,778.7,km,HR 70 CD 8407,DRV533,778.7,2026-08-10 11:15:07,2026-08-11 01:57:07,18.3,0.0,False,Bijapur Market,Amritsar,Punjab
TRP009449,MANDI046,WH-West,08/09/2026 13:38,2026-09-09T01:26:16,11.8,392.52006070000004,miles,DL 29 DF 2005,DRV816,631.7,2026-08-09 13:38:00,2026-09-09 01:26:16,15.0,0.0,False,Baranagar Market,Muzaffarnagar,Uttar Pradesh
TRP003707,MANDI007,WH-West,24-Mar-2026 04:52:52,24/03/2026 16:46,11.9,647.0,km,UP 22 BC 1853,,647.0,2026-03-24 04:52:52,2026-03-24 16:46:00,15.4,0.0,False,Nashik Mandi,Amritsar,Punjab
TRP008198,MANDI030,WH-Central,07-04-2026 12:09 AM,2026-07-04 11:39:59,11.5,507.7,km,UP 64 AB 2831,DRV935,507.7,2026-07-04 00:09:00,2026-07-04 11:39:59,12.3,0.0,False,Patiala APMC,Sirsa,Haryana
TRP009669,MANDI029,WH-East,28/06/2026,2026-06-28 21:32:19,21.5,837.0,km,RJ 25 AB 7223,DRV527,837.0,2026-06-28 00:00:00,2026-06-28 21:32:19,19.6,1.9,True,Asansol Grain Market,Sirsa,Haryana
TRP007516,MANDI041,WH-North,2026-05-11 10:18:49,05-11-2026 07:06 PM,8.8,410.7,km,DL 10 DF 3873,DRV576,410.7,2026-05-11 10:18:49,2026-05-11 19:06:00,10.1,0.0,False,Gurgaon Grain Market,Fatehabad,Haryana
TRP003915,MANDI043,WH-North,04-Jun-2026 06:06:52,04/06/2026 11:00,4.9,227.0,km,UP47 AB 1312,DRV512,227.0,2026-06-04 06:06:52,2026-04-06 11:00:00,6.0,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP008965,MANDI006,WH-South,17-Apr-2026 20:45:34,18/04/2026 13:09,16.4,863.3,km,,DRV872,863.3,2026-04-17 20:45:34,2026-04-18 13:09:00,20.2,0.0,False,Kochi Mandi,Amritsar,Punjab
TRP005269,MANDI050,WH-North,08-10-2026 05:42 PM,11-Aug-2026 17:06:30,23.4,1108.4 KM,,DL 46 AB 2409,DRV893,250.0,2026-08-10 17:42:00,2026-08-11 17:06:30,6.6,16.8,True,Durg Market,Muzaffarnagar,Uttar Pradesh
TRP003232,MANDI035,WH-West,17/08/2026,2026-08-18T15:07:02,22.4,1248.8,km,HR 69 BC 9227,DRV280,1248.8,2026-08-17 00:00:00,2026-08-18 15:07:02,28.8,0.0,False,Guntakal Mandi,Ambala,Haryana
TRP007270,MANDI021,WH-South,2026-01-02 21:57:16,03-Jan-2026 00:33:16,2.6,135.5 KM,,UP 31 CD 1157,DRV923,250.0,2026-01-02 21:57:16,2026-01-03 00:33:16,6.6,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP008433,MANDI039,WH-Central,19/05/2026 07:30,20/05/2026,20.2,860.9,km,HR 98 AB 9131,DRV585,860.9,2026-05-19 07:30:00,2026-05-20 00:00:00,20.1,0.1,False,Anand Grain Market,Kurukshetra,Haryana
TRP003101,MANDI028,WH-North,2026-01-17 15:47:13,01-18-2026 12:29 AM,8.7,416.9,km,RJ 77 BC 4125,,416.9,2026-01-17 15:47:13,2026-01-18 00:29:00,10.3,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP006130,MANDI009,WH-North,2026-02-23T23:50:14,24/02/2026 11:38,11.8,705.4,km,PB 99 DF 2869,DRV290,705.4,2026-02-23 23:50:14,2026-02-24 11:38:00,16.7,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP009418,MANDI043,WH-North,26/08/2026 10:30,2026-08-27 09:30:51,23.0,924.2,km,PB 55 AB 8232,DRV806,924.2,2026-08-26 10:30:00,2026-08-27 09:30:51,21.5,1.5,True,Danapur Mandi,Agra,Uttar Pradesh
TRP006394,MANDI016,WH-East,2026-04-03 23:59:05,2026-04-04T02:41:05,2.7,153.3,km,PB 94 AB 3631,DRV260,153.3,2026-04-03 23:59:05,2026-04-04 02:41:05,4.4,0.0,False,Kulti APMC,Bathinda,Punjab
TRP005494,MANDI003,WH-West,20-May-2026 22:11:04,05-21-2026 10:05 AM,11.9,619.1,km,RJ 60 DF 9853,DRV413,619.1,2026-05-20 22:11:04,2026-05-21 10:05:00,14.8,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP006205,MANDI039,WH-North,04-27-2026 01:43 PM,27/04/2026,5.8,258.3,km,PB 86 AB 7987,DRV179,258.3,2026-04-27 13:43:00,2026-04-27 00:00:00,6.7,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP009616,MANDI051,WH-East,03-20-2026 05:11 PM,2026-03-21 06:17:20,13.1,525.6 KM,,DL 78 AB 6868,DRV956,250.0,2026-03-20 17:11:00,2026-03-21 06:17:20,6.6,6.5,True,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP007350,MANDI030,WH-North,16/01/2026 02:44,16/01/2026 16:44,14.0,405.9416743,miles,HR43 AB 3177,DRV634,653.3,2026-01-16 02:44:00,2026-01-16 16:44:00,15.5,0.0,False,Patiala APMC,Sirsa,Haryana
TRP009335,MANDI054,WH-South,2026-05-15 16:23:46,16-May-2026 07:41:46,15.3,788.0,km,,DRV942,788.0,2026-05-15 16:23:46,2026-05-16 07:41:46,18.5,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP001661,MANDI014,WH-Central,15-Mar-2026 20:33:33,2026-03-16 19:21:33,22.8,1345.0,km,RJ 70 CD 7285,DRV851,1345.0,2026-03-15 20:33:33,2026-03-16 19:21:33,30.9,0.0,False,Bathinda Grain Market,Patiala,Punjab
TRP000312,MANDI042,WH-South,2026-05-18T08:31:28,2026-05-18 11:55:28,3.4,145.6,km,PB 97 CD 9995,DRV232,145.6,2026-05-18 08:31:28,2026-05-18 11:55:28,4.2,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP004420,MANDI005,Export-Terminal,01-Apr-2026 13:57:15,2026-04-01 20:33:15,6.6,365.1,km,RJ 30 DF 8449,DRV678,365.1,2026-04-01 13:57:15,2026-04-01 20:33:15,9.1,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP007227,MANDI001,WH-West,06-30-2026 06:43 PM,,20.9,1185.5,km,DL 98 CD 1437,DRV962,1185.5,2026-06-30 18:43:00,,27.3,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP000319,MANDI028,Export-Terminal,12/07/2026 23:38,13/07/2026 08:56,9.3,552.9,km,,DRV934,552.9,2026-12-07 23:38:00,2026-07-13 08:56:00,13.3,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP008577,MANDI050,WH-East,01-11-2026 12:44 AM,2026-01-11T19:02:45,18.3,1063.5,km,,DRV258,1063.5,2026-01-11 00:44:00,2026-01-11 19:02:45,24.6,0.0,False,Durg Market,Muzaffarnagar,Uttar Pradesh
TRP004808,MANDI003,WH-East,21/01/2026 10:14,21-Jan-2026 13:32:47,3.3,106.3165781,miles,PB 56 BC 9967,,171.1,2026-01-21 10:14:00,2026-01-21 13:32:47,4.8,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP000304,MANDI009,Export-Terminal,01-Apr-2026 20:04:40,2026-04-02T12:34:40,16.5,754.3,km,DL 58 AB 6314,DRV141,754.3,2026-04-01 20:04:40,2026-04-02 12:34:40,17.8,0.0,False,Jamshedpur APMC,Jalandhar,Punjab
TRP003081,MANDI043,WH-West,29-Jul-2026 11:11:37,,8.5,499.8,km,UP 36 AB 2854,DRV844,499.8,2026-07-29 11:11:37,,12.1,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP003060,MANDI055,Export-Terminal,24/03/2026,,6.4,190.32593730000002,miles,HR91 BC 6046,,306.3,2026-03-24 00:00:00,,7.8,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP009629,MANDI053,WH-South,27-Mar-2026 17:56:23,28/03/2026,9.2,378.9,km,DL 19 DF 8504,DRV373,378.9,2026-03-27 17:56:23,2026-03-28 00:00:00,9.4,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP002361,MANDI045,WH-North,2026-04-18T22:33:15,04-19-2026 03:03 AM,4.5,120.67024819999999,miles,PB 18 AB 8135,,194.2,2026-04-18 22:33:15,2026-04-19 03:03:00,5.3,0.0,False,Farrukhabad Mandi,Meerut,Uttar Pradesh
TRP002944,MANDI008,WH-South,01-13-2026 07:13 PM,2026-01-13 22:31:31,3.3,168.7,km,,DRV633,168.7,2026-01-13 19:13:00,2026-01-13 22:31:31,4.7,0.0,False,Bijapur Market,Amritsar,Punjab
TRP003155,MANDI005,WH-Central,2026-06-13 06:00:16,2026-06-13 12:18:16,6.3,323.3 KM,,UP 22 AB 1201,DRV871,250.0,2026-06-13 06:00:16,2026-06-13 12:18:16,6.6,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP008046,MANDI008,WH-West,08-20-2026 02:58 AM,20-Aug-2026 13:52:22,10.9,491.0,km,,DRV621,491.0,2026-08-20 02:58:00,2026-08-20 13:52:22,11.9,0.0,False,Bijapur Market,Amritsar,Punjab
TRP000252,MANDI047,WH-East,01/03/2026 13:58,01-Mar-2026 21:22:36,7.4,306.0,km,PB 31 AB 3254,DRV278,306.0,2026-01-03 13:58:00,2026-03-01 21:22:36,7.8,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
